"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"32326","Carlow",19264,"Rosa Deprater","Carlow","2024","Rosa","Deprater",NA,652,30253,"D-III"
"32327","Lakeland",29239,"Rosa Gonzalez","Lakeland","2016+2017+2018","Rosa","Gonzalez",NA,770,1164,"D-III"
"32328","Paine",60389,"Rosa Perez","Paine","2022","Rosa","Perez",NA,NA,NA,"D-III"
"32329","Brooklyn",85679,"Rosalia Xue","Brooklyn","2016","Rosalia","Xue",NA,641,79,"D-III"
"32330","Rowan",35983,"Rosalie Hood","Rowan","2016+2017","Rosalie","Hood",NA,891,259,"D-III"
"32331","Carroll (WI)",39621,"Rosalie Jrolf","Carroll (WI)","2017+2018+2019","Rosalie","Jrolf",NA,654,120,"D-III"
"32332","York (NY)",22989,"Rosalis Espinal","York (NY)","2018","Rosalis","Espinal",NA,1013,2730,"D-III"
"32333","Old Westbury",17273,"Rosanna Cuttone","York (PA) + Old Westbury","2020+2024+2022+2023","Rosanna","Cuttone",NA,850,524,"D-III"
"32334","Rosemont",13040,"Rose Chando","Rosemont","2025","Rose","Chando",NA,890,15882,"D-III"
"32335","Chapman",48024,"Rose Malen","Chapman","2023+2024+2025","Rose","Malen",NA,662,134,"D-III"
"32336","Whitworth",52288,"Rose Meshell","Whitworth","2021+2019+2020+2024","Rose","Meshell",NA,991,1454,"D-III"
"32337","Clarks Summit",60431,"Rose Perin","Clarks Summit","2016","Rose","Perin",NA,667,958,"D-III"
"32338","Gordon",70866,"Rose Shannon","Gordon","2016+2017+2018+2019","Rose","Shannon",NA,724,1099,"D-III"
"32339","SUNY Brockport",75516,"Rose Stroh","SUNY Brockport","2024","Rose","Stroh",NA,895,78,"D-III"
"32340","SUNY Brockport",75517,"Roseland Stroh","SUNY Brockport","2022+2023","Roseland","Stroh",NA,895,78,"D-III"
"32341","Augustana (IL)",48664,"Roselyn Marmolejo","Augustana (IL)","2023+2024+2025","Roselyn","Marmolejo",NA,617,40,"D-III"
"32342","SUNY Delhi",53714,"Roselyn Monks","SUNY Delhi","2022+2023","Roselyn","Monks",NA,898,30225,"D-III"
"32343","Susquehanna",53251,"Rosemarie Mirabella","Susquehanna","2020+2024+2022+2023","Rosemarie","Mirabella",NA,944,685,"D-III"
"32344","Wilson",82617,"Rosemarie Weidehoft","Wilson","2023","Rosemarie","Weidehoft",NA,998,12973,"D-III"
"32345","York (NY)",13399,"Rosenery Chicaiza","York (NY)","2019+2022","Rosenery","Chicaiza",NA,1013,2730,"D-III"
"32346","Carroll (WI)",16315,"Rosie Craine","Carroll (WI)","2016+2017+2018","Rosie","Craine",NA,654,120,"D-III"
"32347","Notre Dame de Namur",18975,"Rosie Delrosario","Notre Dame de Namur","2019+2020","Rosie","Delrosario",NA,NA,NA,"D-III"
"32348","Albion",19871,"Rosie Digiovanni","Albion","2025","Rosie","Digiovanni",NA,603,15,"D-III"
"32349","S'western Assemblies",30784,"Rosie Guadarrama","S'western Assemblies","2019","Rosie","Guadarrama",NA,NA,NA,"D-III"
"32350","Muskingum",33315,"Rosie Hayes","Muskingum","2024+2022+2023","Rosie","Hayes",NA,829,455,"D-III"
"32351","Benedictine (IL)",42226,"Rosie Konczal","Benedictine (IL)","2016+2017","Rosie","Konczal",NA,627,296,"D-III"
"32352","Stockton",43336,"Rosie Lagrotta","Stockton","2017","Rosie","Lagrotta",NA,942,681,"D-III"
"32353","Principia",59713,"Rosie Paul","Principia","2022","Rosie","Paul",NA,871,555,"D-III"
"32354","Cortland",61079,"Rosie Phillips","Cortland","2016+2017","Rosie","Phillips",NA,679,168,"D-III"
"32355","Concordia-M'head",79472,"Rosie Unglaub","Concordia-M'head","2022+2023+2024+2025","Rosie","Unglaub",NA,677,161,"D-III"
"32356","Elmhurst",34123,"Rosita Hepperle","Elmhurst","2024+2022","Rosita","Hepperle",NA,702,212,"D-III"
"32357","Sewanee",39524,"Rowan Jordan","Sewanee","2018+2019","Rowan","Jordan",NA,918,652,"D-III"
"32358","Rochester (NY)",54995,"Rowan Mulholland","Colgate + Rochester (NY)","2023+2024+2025","Rowan","Mulholland",NA,886,581,"D-III"
"32359","Smith",79216,"Rowan Turner","Smith","2016+2017+2018","Rowan","Turner",NA,923,644,"D-III"
"32360","Simpson",24636,"Rowen Fisk","Simpson","2025","Rowen","Fisk",NA,921,641,"D-III"
"32361","McDaniel",2837,"Roxana Aviles","McDaniel","2016+2017","Roxana","Aviles",NA,804,773,"D-III"
"32362","Centenary (NJ)",29241,"Roxana Gonzalez","Centenary (NJ)","2018+2019+2020+2024+2022+2021","Roxana","Gonzalez",NA,659,12884,"D-III"
"32363","BYU-Hawaii",19179,"Roxane Dennis","BYU-Hawaii","2016+2017","Roxane","Dennis",NA,NA,NA,"D-III"
"32364","Hamline",64431,"Roxanne Reinfeld","Hamline","2016+2017+2018","Roxanne","Reinfeld",NA,733,268,"D-III"
"32365","St. Olaf",65356,"Roxanne Ring","St. Olaf","2024+2023+2025","Roxanne","Ring",NA,937,615,"D-III"
"32366","UMass Boston",80471,"Roxanne Vento","UMass Boston","2016+2017+2018+2019","Roxanne","Vento",NA,959,401,"D-III"
"32367","Ohio Christian",34125,"Roxianne Her","Ohio Christian","2023","Roxianne","Her",NA,NA,NA,"D-III"
"32368","Oberlin",25969,"Roxie Freifeld","Oberlin","2024+2025","Roxie","Freifeld",NA,846,515,"D-III"
"32369","Huntington",23312,"Rozlynn Everhart","Huntington","2019","Rozlynn","Everhart",NA,NA,NA,"D-III"
"32370","Mass. Maritime",10544,"Rubi Butler","Mass. Maritime","2022+2023+2024+2025","Rubi","Butler",NA,803,399,"D-III"
"32371","Penn St. Harrisburg",76940,"Rubie Teffeteller","Penn St. Harrisburg","2017","Rubie","Teffeteller",NA,859,30081,"D-III"
"32372","CMSV",246,"Ruby Acosta","CMSV","2023","Ruby","Acosta",NA,644,451,"D-III"
"32373","VTSU Castleton",10446,"Ruby Bushey","VTSU Castleton","2016","Ruby","Bushey",NA,965,123,"D-III"
"32374","Sweet Briar",35181,"Ruby Hite","Sweet Briar","2024+2025","Ruby","Hite",NA,946,687,"D-III"
"32375","Coe",39979,"Ruby Kappeler","Coe","2020+2024+2022+2023","Ruby","Kappeler",NA,671,150,"D-III"
"32376","Babson",47622,"Ruby Madia","Babson","2024+2025","Ruby","Madia",NA,621,45,"D-III"
"32377","Coe",58022,"Ruby Olson","Coe","2025","Ruby","Olson",NA,671,150,"D-III"
"32378","Bowdoin",71827,"Ruby Siltanen","Bowdoin","2018+2019+2020+2024+2021","Ruby","Siltanen",NA,636,69,"D-III"
"32379","Wesleyan (CT)",74935,"Ruby Stewart","Lynchburg + Wesleyan (CT)","2022+2023+2024+2025","Ruby","Stewart",NA,981,764,"D-III"
"32380","Sarah Lawrence",76613,"Ruby Tappan","Sarah Lawrence","2023","Ruby","Tappan",NA,915,30163,"D-III"
"32381","Manhattanville",84525,"Ruby Wilson","Manhattanville","2023+2024+2025","Ruby","Wilson",NA,792,382,"D-III"
"32382","Wellesley",85742,"Ruijia Yang","Wellesley","2025","Ruijia","Yang",NA,978,760,"D-III"
"32383","Franklin",39817,"Ruth Kaiser","Franklin","2024+2025","Ruth","Kaiser",NA,717,2694,"D-III"
"32384","Minn.-Morris",44715,"Ruth Lee","Minn.-Morris","2016+2017+2018","Ruth","Lee",NA,816,1226,"D-III"
"32385","Smith",86583,"Ruth Zimmerman","Smith","2016+2017","Ruth","Zimmerman",NA,923,644,"D-III"
"32386","Juniata",5920,"Ruthie Betts","Juniata","2020+2024+2022+2023","Ruthie","Betts",NA,757,325,"D-III"
"32387","Norwich",18137,"Ruthie Davis","Norwich","2022+2023","Ruthie","Davis",NA,844,511,"D-III"
"32388","Columbia (SC)",66678,"Ruthie Roman","Columbia (SC)","2023","Ruthie","Roman",NA,NA,NA,"D-III"
"32389","Roanoke",84200,"Ruthie Williams","Roanoke","2016+2017+2018","Ruthie","Williams",NA,885,578,"D-III"
"32390","Transylvania",77194,"Ry'ann Tharp","Transylvania","2022+2023+2024+2025","Ry'ann","Tharp",NA,951,28749,"D-III"
"32391","Franklin & Marshall",15774,"Ryan Correa","Franklin & Marshall","2017+2018","Ryan","Correa",NA,718,239,"D-III"
"32392","SUNY Poly",24679,"Ryan Fitzgerald","SUNY Poly","2024+2022+2021","Ryan","Fitzgerald",NA,904,9500,"D-III"
"32393","Notre Dame de Namur",25062,"Ryan Floyd","Notre Dame de Namur","2019+2020","Ryan","Floyd",NA,NA,NA,"D-III"
"32394","Concordia (TX)",28171,"Ryan Gibson","Concordia (TX)","2016+2017+2018","Ryan","Gibson",NA,674,24400,"D-III"
"32395","Rust",33212,"Ryan Hawkins","Rust","2017","Ryan","Hawkins",NA,NA,NA,"D-III"
"32396","Berry",33894,"Ryan Henderson","Berry","2025","Ryan","Henderson",NA,629,973,"D-III"
"32397","Lewis & Clark",39704,"Ryan Jurischk","Lewis & Clark","2024+2025","Ryan","Jurischk",NA,778,22235,"D-III"
"32398","Bridgewater (VA)",41523,"Ryan Kirtner","Bridgewater (VA)","2016+2017+2018","Ryan","Kirtner",NA,639,75,"D-III"
"32399","Denison",44716,"Ryan Lee","Denison","2016+2017","Ryan","Lee",NA,689,182,"D-III"
"32400","Hiram",45198,"Ryan Leto","Hiram","2023","Ryan","Leto",NA,742,281,"D-III"
"32401","Mass. Maritime",50622,"Ryan Mcdonald","Mass. Maritime","2025","Ryan","Mcdonald",NA,803,399,"D-III"
"32402","King's (PA)",61242,"Ryan Pierce","King's (PA)","2024","Ryan","Pierce",NA,764,336,"D-III"
"32403","Point U.",72082,"Ryan Simpson","Point U.","2017+2019+2016","Ryan","Simpson",NA,NA,NA,"D-III"
"32404","McDaniel",72999,"Ryan Smith","McDaniel","2023+2024+2025","Ryan","Smith",NA,804,773,"D-III"
"32405","Wm. Paterson",77870,"Ryan Tighe","Wm. Paterson","2017+2018+2019+2024","Ryan","Tighe",NA,1009,787,"D-III"
"32406","Texas Lutheran",78683,"Ryan Trevino","Texas Lutheran","2025","Ryan","Trevino",NA,948,1400,"D-III"
"32407","Misericordia",86584,"Ryan Zimmerman","Misericordia","2022+2023+2024","Ryan","Zimmerman",NA,817,16142,"D-III"
"32408","Bridgewater (VA)",16479,"Ryann Crennan","Bridgewater (VA)","2018+2019+2020+2024","Ryann","Crennan",NA,639,75,"D-III"
"32409","Alvernia",33440,"Ryann Healey","Alvernia","2025","Ryann","Healey",NA,609,938,"D-III"
"32410","Scranton",40620,"Ryann Kemmerling","Scranton","2018+2019","Ryann","Kemmerling",NA,917,633,"D-III"
"32411","Heidelberg",63403,"Ryann Ramacciatti","Heidelberg","2024+2022+2023","Ryann","Ramacciatti",NA,739,278,"D-III"
"32412","Penn St.-Abington",64829,"Ryann Rhoades","Penn St.-Abington","2019","Ryann","Rhoades",NA,860,30114,"D-III"
"32413","Redlands",17217,"Ryanna Curtis","Redlands","2021+2018+2019+2020+2024","Ryanna","Curtis",NA,878,567,"D-III"
"32414","Elms",25524,"Ryanne Fournier","Elms","2019+2020+2024+2022","Ryanne","Fournier",NA,704,532,"D-III"
"32415","TAMU-San Antonio",45577,"Ryanne Limon","TAMU-San Antonio","2021+2022+2024+2023","Ryanne","Limon",NA,NA,NA,"D-III"
"32416","Pacific (OR)",85973,"Ryanne Yoshimura","Pacific (OR)","2024+2025","Ryanne","Yoshimura",NA,855,2751,"D-III"
"32417","Shenandoah",9267,"Ryelee Brown","Shenandoah","2022+2023","Ryelee","Brown",NA,919,637,"D-III"
"32418","Southwestern (TX)",9332,"Ryen Browning","Southwestern (TX)","2023","Ryen","Browning",NA,926,8746,"D-III"
"32419","Providence (MT)",58978,"Ryen Palmer","Providence (MT)","2022+2023+2024","Ryen","Palmer",NA,NA,NA,"D-III"
"32420","Russell Sage",64482,"Ryenne Relyea","Russell Sage","2022","Ryenne","Relyea",NA,892,11036,"D-III"
"32421","Southern Ore.",2760,"Rylan Austin","Mont. St. Billings + Southern Ore.","2019+2024","Rylan","Austin",NA,NA,NA,"D-III"
"32422","St. Olaf",55661,"Rylan Nakamura","St. Olaf","2024+2025","Rylan","Nakamura",NA,937,615,"D-III"
"32423","Schreiner",81967,"Rylan Warncke","Schreiner","2022","Rylan","Warncke",NA,916,1355,"D-III"
"32424","Ohio Wesleyan",28553,"Rylea Gist","Ohio Wesleyan","2024+2025","Rylea","Gist",NA,849,520,"D-III"
"32425","Juniata",47264,"Rylea Lynch","Juniata","2024+2025","Rylea","Lynch",NA,757,325,"D-III"
"32426","John Jay",68468,"Rylea Sandel","John Jay","2022+2023+2024+2025","Rylea","Sandel",NA,756,321,"D-III"
"32427","Penn St.-Abington",793,"Rylee Albany","Penn St.-Abington","2024+2025","Rylee","Albany",NA,860,30114,"D-III"
"32428","Mary Hardin-Baylor",1757,"Rylee Anderson","Mary Hardin-Baylor","2024+2022","Rylee","Anderson",NA,798,1203,"D-III"
"32429","Ohio Wesleyan",1984,"Rylee Anspach","Ohio Wesleyan","2024+2022+2023","Rylee","Anspach",NA,849,520,"D-III"
"32430","Ozarks (AR)",5940,"Rylee Bevers","Ozarks (AR)","2025","Rylee","Bevers",NA,854,23008,"D-III"
"32431","Millikin",6551,"Rylee Blake","Millikin <i> - Exhibition contest for this institution</i> + Millikin","2022+2024+2023","Rylee","Blake",NA,814,424,"D-III"
"32432","Bethel (MN)",6618,"Rylee Blandin","Bethel (MN)","2024+2025","Rylee","Blandin",NA,632,60,"D-III"
"32433","Ohio Valley",7006,"Rylee Boggess","Ohio Valley","2019","Rylee","Boggess",NA,NA,NA,"D-III"
"32434","Williams Baptist",7501,"Rylee Boshell","Williams Baptist","2023","Rylee","Boshell",NA,NA,NA,"D-III"
"32435","Wooster",7621,"Rylee Bouillion","Wooster","2016+2017","Rylee","Bouillion",NA,1010,807,"D-III"
"32436","Carthage",7910,"Rylee Boyd","Carthage","2025","Rylee","Boyd",NA,655,121,"D-III"
"32437","Clarkson",8795,"Rylee Broadwell","Clarkson","2023","Rylee","Broadwell",NA,668,146,"D-III"
"32438","Wis.-Platteville",8982,"Rylee Broshous","Wis.-Platteville","2024+2025","Rylee","Broshous",NA,1003,800,"D-III"
"32439","Buena Vista",10852,"Rylee Cain","Briar Cliff (IA) + Buena Vista","2024+2022+2023","Rylee","Cain",NA,642,84,"D-III"
"32440","Aurora",11240,"Rylee Campbell","Aurora","2022+2023+2024+2025","Rylee","Campbell",NA,618,42,"D-III"
"32441","Cal Lutheran",11994,"Rylee Carrillo","Cal Lutheran","2025","Rylee","Carrillo",NA,648,105,"D-III"
"32442","Pikeville",12170,"Rylee Carter","Pikeville","2025","Rylee","Carter",NA,NA,NA,"D-III"
"32443","Aurora",12407,"Rylee Cassidy","Aurora","2019","Rylee","Cassidy",NA,618,42,"D-III"
"32444","Central (IA)",21349,"Rylee Dunkin","Central (IA)","2024+2025","Rylee","Dunkin",NA,660,126,"D-III"
"32445","SUNY Delhi",23512,"Rylee Falcone","SUNY Delhi","2024+2025","Rylee","Falcone",NA,898,30225,"D-III"
"32446","Lakeland",26970,"Rylee Garand","Lakeland","2016+2017","Rylee","Garand",NA,770,1164,"D-III"
"32447","Whitworth",27824,"Rylee Gentner","Whitworth","2021+2024+2022","Rylee","Gentner",NA,991,1454,"D-III"
"32448","Defiance",27876,"Rylee George","Defiance","2021+2024","Rylee","George",NA,687,1050,"D-III"
"32449","Wis.-Stout",29652,"Rylee Gowan","Wis.-Stout","2023","Rylee","Gowan",NA,1005,803,"D-III"
"32450","William Woods",31399,"Rylee Hagens","William Woods","2024","Rylee","Hagens",NA,NA,NA,"D-III"
"32451","Hendrix",32636,"Rylee Harris","Hendrix","2024+2025","Rylee","Harris",NA,740,1124,"D-III"
"32452","Lasell",34360,"Rylee Herr","Rivier + Lasell","2024+2025","Rylee","Herr",NA,772,8486,"D-III"
"32453","St. Mary's (IN)",34466,"Rylee Hershberger","Defiance + St. Mary's (IN)","2020+2024+2022+2023","Rylee","Hershberger",NA,935,8688,"D-III"
"32454","Albion",34539,"Rylee Hesske","Albion","2025","Rylee","Hesske",NA,603,15,"D-III"
"32455","Randolph",36999,"Rylee Humble","Randolph","2025","Rylee","Humble",NA,876,566,"D-III"
"32456","Aurora",39062,"Rylee Johnson","Cal St. San Marcos + Carthage + Aurora","2016+2019+2020+2024+2022+2023","Rylee","Johnson",NA,618,42,"D-III"
"32457","Rockford",41680,"Rylee Klema","Rockford","2019+2020+2024+2022+2023+2021","Rylee","Klema",NA,887,582,"D-III"
"32458","Belhaven",43634,"Rylee Landreaux","Belhaven","2023+2022+2024+2025","Rylee","Landreaux",NA,625,30197,"D-III"
"32459","Clarkson",44529,"Rylee Lebourveau","Clarkson","2018+2019+2020+2024","Rylee","Lebourveau",NA,668,146,"D-III"
"32460","Brevard",46048,"Rylee Locklear","Brevard","2024+2025","Rylee","Locklear",NA,638,30094,"D-III"
"32461","Rowan",47179,"Rylee Lutz","Rowan","2022+2023+2024+2025","Rylee","Lutz",NA,891,259,"D-III"
"32462","Plymouth St.",47538,"Rylee Macmillan","Plymouth St.","2018+2019+2020","Rylee","Macmillan",NA,869,548,"D-III"
"32463","Immaculata",49005,"Rylee Martin","Immaculata","2023+2024+2025","Rylee","Martin",NA,752,303,"D-III"
"32464","Penn St. Harrisburg",49202,"Rylee Martinez","Penn St. Harrisburg","2023+2024+2025","Rylee","Martinez",NA,859,30081,"D-III"
"32465","Coastal Ga.",49757,"Rylee Maxwel","Coastal Ga.","2023","Rylee","Maxwel",NA,NA,NA,"D-III"
"32466","Keiser",52993,"Rylee Miller","Keiser","2024","Rylee","Miller",NA,NA,NA,"D-III"
"32467","Anderson (IN)",54538,"Rylee Morris","Anderson (IN)","2022+2023","Rylee","Morris",NA,612,939,"D-III"
"32468","George Fox",56110,"Rylee Nelson","Christian Brothers + George Fox","2018+2019+2020+2021+2022","Rylee","Nelson",NA,722,1094,"D-III"
"32469","Coe",56301,"Rylee Newhard","Coe","2023+2024","Rylee","Newhard",NA,671,150,"D-III"
"32470","Schreiner",57754,"Rylee Ohlhausen","Schreiner","2020+2024+2022+2023","Rylee","Ohlhausen",NA,916,1355,"D-III"
"32471","St. Joseph's (ME)",58833,"Rylee Page","St. Joseph's (ME)","2024+2022+2023+2025","Rylee","Page",NA,933,605,"D-III"
"32472","Neb. Wesleyan",59051,"Rylee Pangborn","Neb. Wesleyan","2022+2023+2024","Rylee","Pangborn",NA,834,462,"D-III"
"32473","Pacific (OR)",59685,"Rylee Patton","Pacific (OR)","2023+2019+2021+2020+2024+2022","Rylee","Patton",NA,855,2751,"D-III"
"32474","Bethany Lutheran",60050,"Rylee Pelant","Bethany Lutheran","2023+2024","Rylee","Pelant",NA,631,30038,"D-III"
"32475","Jamestown",60390,"Rylee Perez","Jamestown","2016","Rylee","Perez",NA,NA,NA,"D-III"
"32476","Spalding",61080,"Rylee Phillips","Spalding","2022+2023","Rylee","Phillips",NA,927,23260,"D-III"
"32477","Wilson",61451,"Rylee Piper","Wilson","2024+2025","Rylee","Piper",NA,998,12973,"D-III"
"32478","Simpson",62924,"Rylee Purvis","Simpson","2024+2022+2023","Rylee","Purvis",NA,921,641,"D-III"
"32479","Wentworth",64307,"Rylee Rehders","Wentworth","2019","Rylee","Rehders",NA,980,762,"D-III"
"32480","Hope",64937,"Rylee Rice","Hope","2024","Rylee","Rice",NA,744,286,"D-III"
"32481","Williams Baptist",66545,"Rylee Rogers","Williams Baptist","2016","Rylee","Rogers",NA,NA,NA,"D-III"
"32482","Waynesburg",66567,"Rylee Rohbeck","Waynesburg","2025","Rylee","Rohbeck",NA,976,1434,"D-III"
"32483","Southwestern (TX)",67403,"Rylee Rudloff","Southwestern (TX)","2022+2020+2024","Rylee","Rudloff",NA,926,8746,"D-III"
"32484","Centre",68555,"Rylee Sandifer","Centre","2025","Rylee","Sandifer",NA,661,132,"D-III"
"32485","Baldwin Wallace",69183,"Rylee Schaar","Baldwin Wallace","2023+2022+2024","Rylee","Schaar",NA,622,46,"D-III"
"32486","Baker",70736,"Rylee Seymour","Washburn + Baker","2022+2024","Rylee","Seymour",NA,NA,NA,"D-III"
"32487","Lebanon Valley",71442,"Rylee Shockley","Lebanon Valley","2018+2019+2020","Rylee","Shockley",NA,775,351,"D-III"
"32488","Col. of Idaho",73001,"Rylee Smith","Col. of Idaho","2024","Rylee","Smith",NA,NA,NA,"D-III"
"32489","Saint Elizabeth",75871,"Rylee Sullivan","Saint Elizabeth","2024+2025","Rylee","Sullivan",NA,907,9684,"D-III"
"32490","Penn St.-Berks",77948,"Rylee Tineri","Penn St. Harrisburg + Penn St.-Berks","2024+2022+2023","Rylee","Tineri",NA,863,30044,"D-III"
"32491","Heidelberg",78184,"Rylee Tomsic","Heidelberg","2020+2024+2021","Rylee","Tomsic",NA,739,278,"D-III"
"32492","N.C. Wesleyan",83247,"Rylee Wheeler","N.C. Wesleyan","2020+2019","Rylee","Wheeler",NA,830,491,"D-III"
"32493","Mitchell",85147,"Rylee Wood","Mitchell","2023","Rylee","Wood",NA,818,30042,"D-III"
"32494","Alma",35684,"Rylei Hollenbaugh","Alma","2024","Rylei","Hollenbaugh",NA,608,21,"D-III"
"32495","Randolph-Macon",22426,"Ryleigh Elliott","Randolph-Macon","2024+2022+2023","Ryleigh","Elliott",NA,877,565,"D-III"
"32496","Rensselaer",23557,"Ryleigh Falvey","Rensselaer","2024+2025","Ryleigh","Falvey",NA,880,570,"D-III"
"32497","Keystone",24644,"Ryleigh Fitch","Keystone","2016+2017+2018","Ryleigh","Fitch",NA,763,30047,"D-III"
"32498","Rensselaer",30200,"Ryleigh Greenwald","Rensselaer","2019+2020+2022","Ryleigh","Greenwald",NA,880,570,"D-III"
"32499","Wittenberg",39063,"Ryleigh Johnson","Wittenberg","2025","Ryleigh","Johnson",NA,1008,806,"D-III"
"32500","Pitt.-Greensburg",40075,"Ryleigh Kasten","Pitt.-Greensburg","2025","Ryleigh","Kasten",NA,867,11839,"D-III"
"32501","Illinois Col.",40402,"Ryleigh Keith","Illinois Col.","2016+2017+2018+2019","Ryleigh","Keith",NA,751,297,"D-III"
"32502","Rutgers-Camden",44966,"Ryleigh Lender","Rutgers-Camden","2025","Ryleigh","Lender",NA,893,588,"D-III"
"32503","TCNJ",48296,"Ryleigh Manning","TCNJ","2024+2025","Ryleigh","Manning",NA,947,712,"D-III"
"32504","Maryville (TN)",48383,"Ryleigh Maples","Maryville (TN)","2024+2025","Ryleigh","Maples",NA,801,396,"D-III"
"32505","U.S. Sports Academy",52255,"Ryleigh Merritt","U.S. Sports Academy","2025","Ryleigh","Merritt",NA,NA,NA,"D-III"
"32506","Mary Hardin-Baylor",53113,"Ryleigh Mills","Mary Hardin-Baylor","2025","Ryleigh","Mills",NA,798,1203,"D-III"
"32507","Albright",62619,"Ryleigh Prinz","Albright","2025","Ryleigh","Prinz",NA,604,16,"D-III"
"32508","Penn College",65373,"Ryleigh Rinker","Penn College","2025","Ryleigh","Rinker",NA,857,30190,"D-III"
"32509","LSU-Alexandria",67781,"Ryleigh Rutherford","LSU-Alexandria","2024+2021","Ryleigh","Rutherford",NA,NA,NA,"D-III"
"32510","Williams Baptist",77951,"Ryleigh Tingle","Williams Baptist","2023","Ryleigh","Tingle",NA,NA,NA,"D-III"
"32511","Mass. Maritime",81900,"Ryleigh Ward","Concordia (TX) + Mass. Maritime","2022+2024+2025","Ryleigh","Ward",NA,803,399,"D-III"
"32512","Hiram",82470,"Ryleigh Webb","Hiram","2021+2020+2024","Ryleigh","Webb",NA,742,281,"D-III"
"32513","Dominican (IL)",18139,"Ryley Davis","Dominican (IL)","2023+2024+2025","Ryley","Davis",NA,691,1332,"D-III"
"32514","Heidelberg",61528,"Ryley Pittman","Heidelberg","2023+2024","Ryley","Pittman",NA,739,278,"D-III"
"32515","Pacific (OR)",80658,"Ryley Vickroy","Pacific (OR)","2024+2023+2025","Ryley","Vickroy",NA,855,2751,"D-III"
"32516","Rosemont",41060,"Ryli Kifolo","Rosemont","2024","Ryli","Kifolo",NA,890,15882,"D-III"
"32517","Emory",3584,"Rylie Ballog","Emory","2025","Rylie","Ballog",NA,707,217,"D-III"
"32518","Redlands",3767,"Rylie Barber","Redlands","2021+2024","Rylie","Barber",NA,878,567,"D-III"
"32519","Mount Aloysius",4936,"Rylie Bednar","Mount Aloysius","2025","Rylie","Bednar",NA,822,30036,"D-III"
"32520","Centre",5524,"Rylie Bentley","Centre","2024+2022+2023","Rylie","Bentley",NA,661,132,"D-III"
"32521","Westfield St.",11076,"Rylie Camacho","Westfield St.","2025","Rylie","Camacho",NA,985,777,"D-III"
"32522","Concordia Wisconsin",21621,"Rylie Duval","Concordia Wisconsin","2023+2024+2025","Rylie","Duval",NA,676,1036,"D-III"
"32523","Grove City",21860,"Rylie Eaton","Grove City","2023+2024","Rylie","Eaton",NA,728,265,"D-III"
"32524","Piedmont",22854,"Rylie Erickson","Piedmont","2023+2024+2025","Rylie","Erickson",NA,865,21830,"D-III"
"32525","Rhode Island Col.",25260,"Rylie Forcier","Rhode Island Col.","2024+2025","Rylie","Forcier",NA,881,571,"D-III"
"32526","Thiel",25307,"Rylie Fordyce","Thiel","2025","Rylie","Fordyce",NA,949,707,"D-III"
"32527","Buena Vista",27339,"Rylie Garner","Buena Vista","2023+2024+2025","Rylie","Garner",NA,642,84,"D-III"
"32528","Trinity (TX)",28938,"Rylie Goldwait","Trinity (TX)","2016+2017+2018+2019","Rylie","Goldwait",NA,954,715,"D-III"
"32529","MUW",30544,"Rylie Grisham","MUW","2022+2023+2024+2025","Rylie","Grisham",NA,788,431,"D-III"
"32530","Arcadia",34782,"Rylie Hijosh","Arcadia","2019","Rylie","Hijosh",NA,614,966,"D-III"
"32531","Pacific (OR)",41065,"Rylie Kihara","Pacific (OR)","2023+2024+2025","Rylie","Kihara",NA,855,2751,"D-III"
"32532","Puget Sound",47567,"Rylie Madariaga","Puget Sound","2025","Rylie","Madariaga",NA,872,557,"D-III"
"32533","Wartburg",52376,"Rylie Metz","Wartburg","2024+2025","Rylie","Metz",NA,972,750,"D-III"
"32534","Ohio Wesleyan",54100,"Rylie Moore","Ohio Wesleyan","2024+2022+2023","Rylie","Moore",NA,849,520,"D-III"
"32535","Misericordia",55779,"Rylie Nasso","Misericordia","2025","Rylie","Nasso",NA,817,16142,"D-III"
"32536","Neumann",56957,"Rylie Norris","Neumann","2025","Rylie","Norris",NA,835,1254,"D-III"
"32537","Bethel (MN)",60469,"Rylie Perkins","Bethel (MN)","2020+2024+2022+2021","Rylie","Perkins",NA,632,60,"D-III"
"32538","Ill. Wesleyan",60570,"Rylie Perry","Ill. Wesleyan","2022","Rylie","Perry",NA,750,300,"D-III"
"32539","La Sierra",67379,"Rylie Ruckle","La Sierra","2016","Rylie","Ruckle",NA,NA,NA,"D-III"
"32540","Bethel (KS)",70188,"Rylie Scudder","Bethel (KS)","2016","Rylie","Scudder",NA,NA,NA,"D-III"
"32541","LeTourneau",71397,"Rylie Shipp","LeTourneau","2025+2023+2024","Rylie","Shipp",NA,774,8490,"D-III"
"32542","Buena Vista",73393,"Rylie Somday","Buena Vista","2022","Rylie","Somday",NA,642,84,"D-III"
"32543","MIT",73863,"Rylie Spiegel","MIT","2022+2023+2024","Rylie","Spiegel",NA,786,398,"D-III"
"32544","Endicott",75538,"Rylie Strong","Endicott","2017+2018+2019","Rylie","Strong",NA,708,8981,"D-III"
"32545","Central (IA)",79825,"Rylie Van","Central (IA)","2025","Rylie","Van",NA,660,126,"D-III"
"32546","Pacific Lutheran",81141,"Rylie Wada","Pacific Lutheran","2021+2024+2022+2023","Rylie","Wada",NA,856,1297,"D-III"
"32547","Jamestown",82783,"Rylie Welk","Jamestown","2025","Rylie","Welk",NA,NA,NA,"D-III"
