"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"10607","North Park",3321,"Eden Baker","North Park","2023+2024+2025","Eden","Baker",NA,841,496,"D-III"
"10608","Dickinson",6646,"Eden Blanker","Dickinson","2023+2024+2025","Eden","Blanker",NA,690,185,"D-III"
"10609","Ill. Wesleyan",10451,"Eden Bushnell","Ill. Wesleyan","2020","Eden","Bushnell",NA,750,300,"D-III"
"10610","Anna Maria",25330,"Eden Forget","Anna Maria","2024+2022+2023+2021","Eden","Forget",NA,613,26,"D-III"
"10611","Concordia Chicago",62827,"Eden Pufahl","Concordia Chicago","2024+2025","Eden","Pufahl",NA,675,160,"D-III"
"10612","Pacific Lutheran",63263,"Eden Radke","Pacific Lutheran <i> - Exhibition contest for this institution</i> + Pacific Lutheran","2020","Eden","Radke",NA,856,1297,"D-III"
"10613","North Central (MN)",67827,"Eden Ryan","North Central (MN)","2022","Eden","Ryan",NA,840,30039,"D-III"
"10614","Carthage",86128,"Eden Youngbauer","Carthage","2025","Eden","Youngbauer",NA,655,121,"D-III"
"10615","Randolph",38482,"Edie Jennings","Randolph","2025","Edie","Jennings",NA,876,566,"D-III"
"10616","Misericordia",41022,"Edna Kiefer","Misericordia","2024+2025","Edna","Kiefer",NA,817,16142,"D-III"
"10617","UMass Dartmouth",16395,"Edy Crawford","UMass Dartmouth","2025","Edy","Crawford",NA,960,656,"D-III"
"10618","Cobleskill St.",2132,"Edyliese Aquino","Cobleskill St.","2018+2019+2024+2021","Edyliese","Aquino",NA,670,30083,"D-III"
"10619","Arcadia",38082,"Effie Jamanis","Arcadia","2020+2024+2022+2023","Effie","Jamanis",NA,614,966,"D-III"
"10620","Mobile",37552,"Eila Infante","Mobile","2021","Eila","Infante",NA,NA,NA,"D-III"
"10621","Lasell",5630,"Eileen Bergin","Lasell","2016","Eileen","Bergin",NA,772,8486,"D-III"
"10622","Alfred",33668,"Eileen Hein","Alfred","2024+2025","Eileen","Hein",NA,605,18,"D-III"
"10623","Knox",71084,"Eileen Sheetz","Knox","2023","Eileen","Sheetz",NA,765,337,"D-III"
"10624","Mary Hardin-Baylor",83621,"Eileigh Whyte","Mary Hardin-Baylor","2024+2025","Eileigh","Whyte",NA,798,1203,"D-III"
"10625","WashU",17053,"Eimear Cunningham","WashU","2020+2024+2022+2023","Eimear","Cunningham",NA,974,755,"D-III"
"10626","Aurora",18863,"Ej Delgadillo","Aurora","2025","Ej","Delgadillo",NA,618,42,"D-III"
"10627","Southern Me.",9439,"Ela Bruno","Southern Me.","2025","Ela","Bruno",NA,924,662,"D-III"
"10628","Holy Names",80790,"Ela Villanueva","Holy Names","2021+2022+2023","Ela","Villanueva",NA,NA,NA,"D-III"
"10629","Wittenberg",335,"Elaina Adams","Wittenberg","2018+2019+2020+2024","Elaina","Adams",NA,1008,806,"D-III"
"10630","Penn St.-Brandywine",7269,"Elaina Bono","Penn St.-Brandywine","2020","Elaina","Bono",NA,NA,NA,"D-III"
"10631","Daniel Webster",12951,"Elaina Chambers","Daniel Webster","2017","Elaina","Chambers",NA,NA,NA,"D-III"
"10632","Washington Col.",20051,"Elaina Diprimio","Washington Col.","2016+2017+2018","Elaina","Diprimio",NA,975,753,"D-III"
"10633","Penn St. Harrisburg",27569,"Elaina Gates","Penn St. Harrisburg","2023+2024+2025","Elaina","Gates",NA,859,30081,"D-III"
"10634","Mary Baldwin",31598,"Elaina Hall","Mary Baldwin","2017","Elaina","Hall",NA,797,389,"D-III"
"10635","McMurry",34378,"Elaina Herrera","McMurry","2025","Elaina","Herrera",NA,805,8530,"D-III"
"10636","Oswego St.",47856,"Elaina Mahoney","Oswego St.","2024+2022+2023+2025","Elaina","Mahoney",NA,852,530,"D-III"
"10637","Cortland",58207,"Elaina Ornstein","Cortland","2022+2023","Elaina","Ornstein",NA,679,168,"D-III"
"10638","Saint Joseph (CT)",62485,"Elaina Previty","Saint Joseph (CT)","2022+2023+2024","Elaina","Previty",NA,908,8687,"D-III"
"10639","John Carroll",66272,"Elaina Rodriguez","John Carroll","2023+2024+2025","Elaina","Rodriguez",NA,755,320,"D-III"
"10640","Haverford",68982,"Elaina Savage","Haverford","2018","Elaina","Savage",NA,738,276,"D-III"
"10641","Columbia (SC)",70728,"Elaina Seymour","Columbia (SC)","2025","Elaina","Seymour",NA,NA,NA,"D-III"
"10642","Carroll (WI)",1663,"Elaine Anderson","Carroll (WI)","2017+2018+2019","Elaine","Anderson",NA,654,120,"D-III"
"10643","Howard Payne",29164,"Elaine Gonzalez","Howard Payne","2022+2023","Elaine","Gonzalez",NA,746,2741,"D-III"
"10644","Lebanon Valley",30639,"Elaine Gross","Lebanon Valley","2016+2017","Elaine","Gross",NA,775,351,"D-III"
"10645","Willamette",56858,"Elaine Norcia","Willamette","2016","Elaine","Norcia",NA,994,785,"D-III"
"10646","Gallaudet",76162,"Elaine Swecker","Gallaudet","2022+2023","Elaine","Swecker",NA,720,245,"D-III"
"10647","Aurora",81442,"Elaine Walker","Aurora","2016+2017+2018+2019","Elaine","Walker",NA,618,42,"D-III"
"10648","Claremont-M-S",81821,"Elaine Wang","Claremont-M-S","2016","Elaine","Wang",NA,665,142,"D-III"
"10649","Rockford",86564,"Elaine Zimmerman","Rockford","2024","Elaine","Zimmerman",NA,887,582,"D-III"
"10650","Cortland",10961,"Elana Calicchia","Cortland","2023","Elana","Calicchia",NA,679,168,"D-III"
"10651","Louisiana Col.",85240,"Elani Woods","Louisiana Col.","2016","Elani","Woods",NA,NA,NA,"D-III"
"10652","Buena Vista",78324,"Elaycie Torres","Buena Vista","2019+2020+2024","Elaycie","Torres",NA,642,84,"D-III"
"10653","UMass Boston",38029,"Elayna Jacques","UMass Boston","2024+2021","Elayna","Jacques",NA,959,401,"D-III"
"10654","Lehman",29165,"Elba Gonzalez","Lehman","2025","Elba","Gonzalez",NA,776,279,"D-III"
"10655","Benedictine (IL)",68057,"Ele Sakellaropoulos","Benedictine (IL)","2018+2019","Ele","Sakellaropoulos",NA,627,296,"D-III"
"10656","Framingham St.",11018,"Eleanor Callery","Framingham St.","2016+2017+2018","Eleanor","Callery",NA,715,238,"D-III"
"10657","Notre Dame (MD)",24955,"Eleanor Flores","Notre Dame (MD)","2024+2025","Eleanor","Flores",NA,845,8600,"D-III"
"10658","Clark (MA)",34982,"Eleanor Hills","Clark (MA)","2024+2025","Eleanor","Hills",NA,666,145,"D-III"
"10659","UW-River Falls",35513,"Eleanor Hoge","UW-River Falls","2022+2023","Eleanor","Hoge",NA,961,801,"D-III"
"10660","Pacific Lutheran",63785,"Eleanor Rassbach","Pacific Lutheran","2017+2016","Eleanor","Rassbach",NA,856,1297,"D-III"
"10661","Minn.-Morris",74615,"Eleanore Steinhouse","Minn.-Morris","2024","Eleanore","Steinhouse",NA,816,1226,"D-III"
"10662","Immaculata",1934,"Elena Anglani","Immaculata","2020+2024+2022+2023","Elena","Anglani",NA,752,303,"D-III"
"10663","Alfred",12756,"Elena Ceja","Alfred","2017+2018+2019+2020+2024","Elena","Ceja",NA,605,18,"D-III"
"10664","Lake Forest",13553,"Elena Chrisman","Lake Forest","2024+2022+2023","Elena","Chrisman",NA,769,344,"D-III"
"10665","Missouri Valley",15304,"Elena Cook","Portland St. + Concordia Portland + Missouri Valley","2017+2018+2019+2020+2021","Elena","Cook",NA,NA,NA,"D-III"
"10666","Penn St.-Beaver",19117,"Elena Denezza","Penn St.-Beaver","2023","Elena","Denezza",NA,NA,NA,"D-III"
"10667","Spring Arbor",23489,"Elena Fajardo","Spring Arbor","2020","Elena","Fajardo",NA,NA,NA,"D-III"
"10668","Martin Luther",35414,"Elena Hoffman","Martin Luther","2019+2020+2024+2022+2021","Elena","Hoffman",NA,796,8597,"D-III"
"10669","Eastern",37456,"Elena Iannuzzelli","Eastern","2020+2024+2022+2023","Elena","Iannuzzelli",NA,697,8968,"D-III"
"10670","Hood",42496,"Elena Kozak","Hood","2016","Elena","Kozak",NA,743,8404,"D-III"
"10671","Averett",45323,"Elena Lewis","Averett","2019+2020+2024+2022","Elena","Lewis",NA,620,44,"D-III"
"10672","WashU",46004,"Elena Locascio","WashU","2024+2025","Elena","Locascio",NA,974,755,"D-III"
"10673","Albion",46867,"Elena Luce","Albion","2016","Elena","Luce",NA,603,15,"D-III"
"10674","Hamline",49109,"Elena Martinez","Hamline","2023+2024+2025","Elena","Martinez",NA,733,268,"D-III"
"10675","LaGrange",57986,"Elena Olson","LaGrange","2022","Elena","Olson",NA,768,1162,"D-III"
"10676","Montclair St.",63254,"Elena Radesich","Montclair St.","2017+2018+2019+2020","Elena","Radesich",NA,820,442,"D-III"
"10677","Messiah",66913,"Elena Rosas","Messiah","2019+2020+2024+2022","Elena","Rosas",NA,811,411,"D-III"
"10678","Monmouth (IL)",68058,"Elena Sakellaropoulos","Monmouth (IL)","2016+2017","Elena","Sakellaropoulos",NA,819,438,"D-III"
"10679","St. Joseph's (L.I.)",70573,"Elena Serio","St. Joseph's (L.I.)","2022+2023","Elena","Serio",NA,932,1340,"D-III"
"10680","North Central (IL)",74838,"Elena Stevenson","North Central (IL)","2020+2024","Elena","Stevenson",NA,839,492,"D-III"
"10681","Grove City",79319,"Elena Tylka","Grove City","2025","Elena","Tylka",NA,728,265,"D-III"
"10682","Bridgewater (VA)",84058,"Elena Williams","Bridgewater (VA)","2023+2024+2025","Elena","Williams",NA,639,75,"D-III"
"10683","Wilson",85388,"Elena Worthington","Wilson","2024+2025","Elena","Worthington",NA,998,12973,"D-III"
"10684","Macalester",86139,"Elena Youngdale","Macalester","2017+2018+2019+2020","Elena","Youngdale",NA,789,376,"D-III"
"10685","Agnes Scott",86314,"Elena Zapata","Agnes Scott","2023","Elena","Zapata",NA,601,11324,"D-III"
"10686","Wm. Paterson",47151,"Eleni Lutas","Wm. Paterson","2016+2017+2018","Eleni","Lutas",NA,1009,787,"D-III"
"10687","Sarah Lawrence",73831,"Eleni Spentzouris","Sarah Lawrence","2016","Eleni","Spentzouris",NA,915,30163,"D-III"
"10688","Rochester (NY)",82553,"Eleni Wechsler","Rochester (NY)","2016+2017","Eleni","Wechsler",NA,886,581,"D-III"
"10689","Montclair St.",27054,"Elenis Garcia","Montclair St.","2017+2018","Elenis","Garcia",NA,820,442,"D-III"
"10690","Widener",30886,"Eliana Guerrieri","Widener","2023","Eliana","Guerrieri",NA,992,783,"D-III"
"10691","Hope",67467,"Eliana Ruhrup","Hope","2024+2025","Eliana","Ruhrup",NA,744,286,"D-III"
"10692","Muskingum",70814,"Eliana Shaheen","Muskingum","2023+2024+2025","Eliana","Shaheen",NA,829,455,"D-III"
"10693","Rutgers-Newark",12746,"Elianna Cedeno","Rutgers-Newark","2022+2023+2024","Elianna","Cedeno",NA,894,589,"D-III"
"10694","Messiah",45905,"Elianna Litwin","Messiah","2020+2024+2022+2023","Elianna","Litwin",NA,811,411,"D-III"
"10695","Schreiner",29074,"Elicia Gonzales","Schreiner","2024+2022","Elicia","Gonzales",NA,916,1355,"D-III"
"10696","Gettysburg",43928,"Elie Lardiere","Gettysburg","2025","Elie","Lardiere",NA,723,258,"D-III"
"10697","St. Mary's (IN)",36177,"Eliese Hornberger","St. Mary's (IN)","2016","Eliese","Hornberger",NA,935,8688,"D-III"
"10698","Finlandia",48782,"Elijah Marshall","Finlandia","2018+2019+2024","Elijah","Marshall",NA,NA,NA,"D-III"
"10699","John Jay",66200,"Elika Rodrigues","John Jay","2023+2024+2025","Elika","Rodrigues",NA,756,321,"D-III"
"10700","Pfeiffer",50983,"Elilie Mchone","Pfeiffer","2022+2024+2023","Elilie","Mchone",NA,864,542,"D-III"
"10701","Smith",82101,"Elinor Washington","Smith","2023+2024+2025","Elinor","Washington",NA,923,644,"D-III"
"10702","Yeshiva",1437,"Elisa Alweis","Yeshiva","2016+2017+2018","Elisa","Alweis",NA,1012,814,"D-III"
"10703","DeSales",1820,"Elisa Andrew","DeSales","2016","Elisa","Andrew",NA,685,20,"D-III"
"10704","Ozarks (AR)",11429,"Elisa Cantu","Ozarks (AR)","2019+2020","Elisa","Cantu",NA,854,23008,"D-III"
"10705","Jarvis Christian",12276,"Elisa Casas","Jarvis Christian","2020","Elisa","Casas",NA,NA,NA,"D-III"
"10706","Talladega",14088,"Elisa Clay","Talladega","2024","Elisa","Clay",NA,NA,NA,"D-III"
"10707","Valley Forge",17909,"Elisa Davila","Valley Forge","2022+2023","Elisa","Davila",NA,970,30166,"D-III"
"10708","St. Andrews",31484,"Elisa Haire","St. Andrews","2016","Elisa","Haire",NA,NA,NA,"D-III"
"10709","Lycoming",57037,"Elisa Novak","Lycoming","2016","Elisa","Novak",NA,782,373,"D-III"
"10710","La Verne",61908,"Elisa Ponce","La Verne","2017+2018","Elisa","Ponce",NA,767,341,"D-III"
"10711","Minn.-Morris",74887,"Elisa Stewart","Minn.-Morris","2025","Elisa","Stewart",NA,816,1226,"D-III"
"10712","Wis.-Platteville",80555,"Elisa Versetto","Wis.-Platteville","2019+2020+2024","Elisa","Versetto",NA,1003,800,"D-III"
"10713","Anna Maria",7436,"Elisabeth Borneman","Anna Maria","2020","Elisabeth","Borneman",NA,613,26,"D-III"
"10714","Berry",23862,"Elisabeth Federici","Berry","2016+2017+2018","Elisabeth","Federici",NA,629,973,"D-III"
"10715","Swarthmore",57304,"Elisabeth O'connor","Swarthmore","2024+2025","Elisabeth","O'connor",NA,945,686,"D-III"
"10716","Mary Hardin-Baylor",59697,"Elisabeth Paul","Mary Hardin-Baylor","2024+2022","Elisabeth","Paul",NA,798,1203,"D-III"
"10717","Eastern Nazarene",69231,"Elisabeth Schaffer","Eastern Nazarene","2017+2018+2019+2020","Elisabeth","Schaffer",NA,699,1064,"D-III"
"10718","Monmouth (IL)",71289,"Elisabeth Shick","Monmouth (IL)","2023","Elisabeth","Shick",NA,819,438,"D-III"
"10719","NYU",72748,"Elisabeth Smith","NYU","2022","Elisabeth","Smith",NA,832,479,"D-III"
"10720","Saint Mary's (MN)",1503,"Elise Amerongen","Saint Mary's (MN)","2020","Elise","Amerongen",NA,909,612,"D-III"
"10721","Briar Cliff (IA)",5575,"Elise Berg","Briar Cliff (IA)","2016","Elise","Berg",NA,NA,NA,"D-III"
"10722","Trine",7883,"Elise Boyd","Trine","2025","Elise","Boyd",NA,952,30037,"D-III"
"10723","U New England",15157,"Elise Connor","U New England","2023+2024+2025","Elise","Connor",NA,957,1255,"D-III"
"10724","Mount Mary",18681,"Elise Degraef","Mount Mary","2022+2023","Elise","Degraef",NA,824,30033,"D-III"
"10725","Principia",20823,"Elise Doyle","Principia","2018+2019+2020","Elise","Doyle",NA,871,555,"D-III"
"10726","Muhlenberg",22758,"Elise Enslin","Muhlenberg","2018+2019+2020+2024","Elise","Enslin",NA,828,453,"D-III"
"10727","Central (IA)",23286,"Elise Evans-murphy","Central (IA)","2024+2025","Elise","Evans-murphy",NA,660,126,"D-III"
"10728","Stevens",23793,"Elise Fauske","Stevens","2020+2024+2022+2023","Elise","Fauske",NA,940,679,"D-III"
"10729","Catholic",23816,"Elise Faxon","Catholic","2024+2025","Elise","Faxon",NA,656,124,"D-III"
"10730","Fredonia",24583,"Elise Fisher","Fredonia","2025","Elise","Fisher",NA,719,242,"D-III"
"10731","Wittenberg",25915,"Elise Freeland","Wittenberg","2018+2019+2020+2024+2022","Elise","Freeland",NA,1008,806,"D-III"
"10732","Pacific Lutheran",26029,"Elise Freund","Pacific Lutheran <i> - Exhibition contest for this institution</i> + Pacific Lutheran","2020+2017+2018+2019","Elise","Freund",NA,856,1297,"D-III"
"10733","Dominican (IL)",26885,"Elise Gamino","Dominican (IL)","2023+2025","Elise","Gamino",NA,691,1332,"D-III"
"10734","St. Joseph's (L.I.)",29885,"Elise Grau","St. Joseph's (L.I.)","2017+2018+2019","Elise","Grau",NA,932,1340,"D-III"
"10735","RIT",31102,"Elise Guth","RIT","2024+2022+2023","Elise","Guth",NA,874,580,"D-III"
"10736","Stephens College",40671,"Elise Kendrick","Stephens College","2024+2025","Elise","Kendrick",NA,NA,NA,"D-III"
"10737","Calvin",43149,"Elise Laarman","Calvin","2020+2024","Elise","Laarman",NA,649,114,"D-III"
"10738","Huntingdon",47584,"Elise Maddox","Huntingdon","2024+2021","Elise","Maddox",NA,748,1130,"D-III"
"10739","Elmhurst",53363,"Elise Mitchell","Elmhurst","2019","Elise","Mitchell",NA,702,212,"D-III"
"10740","Howard Payne",55176,"Elise Munoz","Howard Payne","2025+2024","Elise","Munoz",NA,746,2741,"D-III"
"10741","Wheaton (IL)",57465,"Elise O'neil","Wheaton (IL)","2020+2024+2022+2023+2021","Elise","O'neil",NA,988,778,"D-III"
"10742","Cornell College",57835,"Elise Oleson","Cornell College","2024+2025","Elise","Oleson",NA,678,166,"D-III"
"10743","Redlands",63473,"Elise Ramirez","Redlands","2017+2018","Elise","Ramirez",NA,878,567,"D-III"
"10744","JWU (Charlotte)",66594,"Elise Rojas","JWU (Charlotte)","2025","Elise","Rojas",NA,NA,NA,"D-III"
"10745","CWRU",66659,"Elise Rolston","CWRU","2021+2024+2022","Elise","Rolston",NA,645,122,"D-III"
"10746","Bowdoin",71655,"Elise Siciliano","Bowdoin","2024+2025","Elise","Siciliano",NA,636,69,"D-III"
"10747","Grinnell",75521,"Elise Strohm","Grinnell","2025","Elise","Strohm",NA,727,264,"D-III"
"10748","Dakota Wesleyan",75985,"Elise Sutherland","Dakota Wesleyan","2016+2017","Elise","Sutherland",NA,NA,NA,"D-III"
"10749","Houghton",76099,"Elise Swanson","Houghton","2021+2020+2024+2022+2023","Elise","Swanson",NA,745,30160,"D-III"
"10750","Mt. St. Joseph",76122,"Elise Swanstrom","Mt. St. Joseph","2023","Elise","Swanstrom",NA,826,8567,"D-III"
"10751","Ithaca",81163,"Elise Waddington","Ithaca","2024+2025","Elise","Waddington",NA,753,313,"D-III"
"10752","Neb. Wesleyan",81971,"Elise Warneke","Neb. Wesleyan","2020+2024+2022+2023+2025+2021","Elise","Warneke",NA,834,462,"D-III"
"10753","Wis.-La Crosse",82675,"Elise Weinzierl","Wis.-La Crosse","2024+2022+2023+2021","Elise","Weinzierl",NA,1001,795,"D-III"
"10754","George Fox",83869,"Elise Wilkerson","George Fox","2024+2022+2023","Elise","Wilkerson",NA,722,1094,"D-III"
"10755","Geneva",64147,"Elishea Reed","Geneva","2024+2022+2023","Elishea","Reed",NA,721,30084,"D-III"
"10756","Yeshiva",52853,"Elisheva Miller","Yeshiva","2024+2022+2023","Elisheva","Miller",NA,1012,814,"D-III"
"10757","Mary Hardin-Baylor",22408,"Elissa Elliott","Mary Hardin-Baylor","2020+2024+2022+2023","Elissa","Elliott",NA,798,1203,"D-III"
"10758","Suffolk",53551,"Elissa Mogauro","Suffolk","2016+2017","Elissa","Mogauro",NA,943,684,"D-III"
"10759","Northland",65935,"Elissa Robinson","Northland","2018","Elissa","Robinson",NA,842,1267,"D-III"
"10760","Clarkson",79603,"Elissa Uveino","Clarkson","2023+2024+2025","Elissa","Uveino",NA,668,146,"D-III"
"10761","Arcadia",86683,"Elissa Zuczek","Arcadia","2016","Elissa","Zuczek",NA,614,966,"D-III"
"10762","Christendom",64543,"Eliz Rensch","Christendom","2016","Eliz","Rensch",NA,NA,NA,"D-III"
"10763","Hartford",7169,"Eliza Bomhardt","Hartford","2017+2018+2019","Eliza","Bomhardt",NA,736,272,"D-III"
"10764","Framingham St.",11670,"Eliza Carignan","Framingham St.","2024+2025","Eliza","Carignan",NA,715,238,"D-III"
"10765","Kean",24394,"Eliza Filus","Kean","2022+2023+2024","Eliza","Filus",NA,759,329,"D-III"
"10766","Hope",24425,"Eliza Findlay","Hope","2024+2025","Eliza","Findlay",NA,744,286,"D-III"
"10767","Shenandoah",37080,"Eliza Hunt","Shenandoah","2023+2024+2025","Eliza","Hunt",NA,919,637,"D-III"
"10768","Clark (MA)",45600,"Eliza Lindberg","Clark (MA)","2020+2024+2022+2023","Eliza","Lindberg",NA,666,145,"D-III"
"10769","Bay Path",46378,"Eliza Lopez","Bay Path","2016+2017","Eliza","Lopez",NA,NA,NA,"D-III"
"10770","Bates",51482,"Eliza Mcnulty","Bates","2019+2020+2022","Eliza","Mcnulty",NA,624,50,"D-III"
"10771","Swarthmore",55287,"Eliza Murphy","Swarthmore","2020","Eliza","Murphy",NA,945,686,"D-III"
"10772","Springfield",62206,"Eliza Poutenis","Springfield","2017","Eliza","Poutenis",NA,928,673,"D-III"
"10773","DePauw",63538,"Eliza Rammel","DePauw","2025","Eliza","Rammel",NA,684,177,"D-III"
"10774","North Park",64636,"Eliza Rex","North Park","2024+2022+2023","Eliza","Rex",NA,841,496,"D-III"
"10775","Linfield",67106,"Eliza Rossman","Linfield","2018+2019+2020","Eliza","Rossman",NA,779,1179,"D-III"
"10776","TCNJ",76194,"Eliza Sweet","TCNJ","2018+2019+2020+2024+2021","Eliza","Sweet",NA,947,712,"D-III"
"10777","Va. Wesleyan",60204,"Elizabeht Pennington","Va. Wesleyan","2023","Elizabeht","Pennington",NA,968,745,"D-III"
"10778","Southwest (NM)",61345,"Elizabet Pin","Southwest (NM)","2025","Elizabet","Pin",NA,NA,NA,"D-III"
"10779","Muskingum",1114,"Elizabeth Allen","Columbia Int'l + Muskingum","2019+2022","Elizabeth","Allen",NA,829,455,"D-III"
"10780","Penn College",2565,"Elizabeth Asher","Penn College","2016+2017+2018+2019","Elizabeth","Asher",NA,857,30190,"D-III"
"10781","Brevard",2703,"Elizabeth Auciello","Brevard","2025","Elizabeth","Auciello",NA,638,30094,"D-III"
"10782","Jarvis Christian",2826,"Elizabeth Avila","Jarvis Christian","2020+2021","Elizabeth","Avila",NA,NA,NA,"D-III"
"10783","Finlandia",2863,"Elizabeth Ayala","Finlandia","2022+2023","Elizabeth","Ayala",NA,NA,NA,"D-III"
"10784","Carthage",2886,"Elizabeth Ayeni","Carthage","2020+2024+2022","Elizabeth","Ayeni",NA,655,121,"D-III"
"10785","McMurry",4451,"Elizabeth Battle","McMurry","2020+2024","Elizabeth","Battle",NA,805,8530,"D-III"
"10786","Claremont-M-S",5144,"Elizabeth Bell","Claremont-M-S","2025","Elizabeth","Bell",NA,665,142,"D-III"
"10787","CWRU",5750,"Elizabeth Berry","CWRU","2023+2024+2025","Elizabeth","Berry",NA,645,122,"D-III"
"10788","William Peace",6649,"Elizabeth Blansit","William Peace","2021+2024","Elizabeth","Blansit",NA,995,17094,"D-III"
"10789","Rochester (NY)",7665,"Elizabeth Bourne","Rochester (NY)","2016+2017+2018+2019","Elizabeth","Bourne",NA,886,581,"D-III"
"10790","Mary Hardin-Baylor",7843,"Elizabeth Bowne","Mary Hardin-Baylor","2016+2017+2018","Elizabeth","Bowne",NA,798,1203,"D-III"
"10791","Mass. Maritime",8183,"Elizabeth Bramhall","Mass. Maritime","2017","Elizabeth","Bramhall",NA,803,399,"D-III"
"10792","Cottey",9113,"Elizabeth Brown","Barry + Cottey","2016+2023","Elizabeth","Brown",NA,NA,NA,"D-III"
"10793","Valley Forge",9986,"Elizabeth Burdette","Valley Forge","2018","Elizabeth","Burdette",NA,970,30166,"D-III"
"10794","Widener",11826,"Elizabeth Carney","Widener","2025","Elizabeth","Carney",NA,992,783,"D-III"
"10795","Bethany Lutheran",13842,"Elizabeth Cizek","Bethany Lutheran","2022+2023+2024","Elizabeth","Cizek",NA,631,30038,"D-III"
"10796","Crown (MN)",13931,"Elizabeth Clark","Edinboro + Crown (MN)","2022+2023+2024+2019","Elizabeth","Clark",NA,681,30035,"D-III"
"10797","Marymount (VA)",15589,"Elizabeth Corcoran","Marymount (VA)","2022+2023","Elizabeth","Corcoran",NA,800,394,"D-III"
"10798","Dominican (IL)",15615,"Elizabeth Cordes","Dominican (IL)","2016+2017+2018","Elizabeth","Cordes",NA,691,1332,"D-III"
"10799","Bluffton",16567,"Elizabeth Crites","Bluffton","2023+2024","Elizabeth","Crites",NA,635,987,"D-III"
"10800","UMass Boston",16768,"Elizabeth Crowley","UMass Boston","2023+2024","Elizabeth","Crowley",NA,959,401,"D-III"
"10801","Swarthmore",17105,"Elizabeth Curcio","Swarthmore","2016+2017+2018+2019","Elizabeth","Curcio",NA,945,686,"D-III"
"10802","Babson",17337,"Elizabeth D'agostino","Babson","2018+2019+2020+2024","Elizabeth","D'agostino",NA,621,45,"D-III"
"10803","Mich.-Dearborn",18003,"Elizabeth Davis","Westminster (MO) + Mich.-Dearborn","2019+2025","Elizabeth","Davis",NA,NA,NA,"D-III"
"10804","Southwest (NM)",18308,"Elizabeth De","Southwest (NM)","2025","Elizabeth","De",NA,NA,NA,"D-III"
"10805","Catholic",19512,"Elizabeth Dew","Catholic","2019+2020+2024","Elizabeth","Dew",NA,656,124,"D-III"
"10806","Bethel (MN)",19833,"Elizabeth Dietz","Bethel (MN)","2024+2021","Elizabeth","Dietz",NA,632,60,"D-III"
"10807","Elmhurst",20015,"Elizabeth Dinuzzo","Elmhurst","2019","Elizabeth","Dinuzzo",NA,702,212,"D-III"
"10808","Monmouth (IL)",21546,"Elizabeth Durfee","Monmouth (IL)","2023+2024+2025","Elizabeth","Durfee",NA,819,438,"D-III"
"10809","Willamette",21579,"Elizabeth Durrenberger","Willamette","2024+2025","Elizabeth","Durrenberger",NA,994,785,"D-III"
"10810","SUNY Geneseo",21881,"Elizabeth Eberhardt","SUNY Geneseo","2024+2022+2023+2021","Elizabeth","Eberhardt",NA,899,247,"D-III"
"10811","Guilford",22370,"Elizabeth Eller","Guilford","2024+2025","Elizabeth","Eller",NA,729,1112,"D-III"
"10812","Bethany (KS)",22643,"Elizabeth Endsley","Bethany (KS)","2016","Elizabeth","Endsley",NA,NA,NA,"D-III"
"10813","UMSV",22995,"Elizabeth Espinosa","UMSV","2025","Elizabeth","Espinosa",NA,NA,NA,"D-III"
"10814","Shenandoah",23310,"Elizabeth Everette","Shenandoah","2017+2018","Elizabeth","Everette",NA,919,637,"D-III"
"10815","Carroll (WI)",24334,"Elizabeth Figgins","Carroll (WI)","2016","Elizabeth","Figgins",NA,654,120,"D-III"
"10816","Ohio Valley",24792,"Elizabeth Fleeson","Ohio Valley","2017","Elizabeth","Fleeson",NA,NA,NA,"D-III"
"10817","Wis.-Oshkosh",25192,"Elizabeth Fonk","Wis.-Oshkosh","2016","Elizabeth","Fonk",NA,1002,798,"D-III"
"10818","Newbury",25585,"Elizabeth Fox","Seton Hill + Newbury","2022+2016","Elizabeth","Fox",NA,NA,NA,"D-III"
"10819","Concordia Chicago",25621,"Elizabeth Foxley","Concordia Chicago","2017+2018","Elizabeth","Foxley",NA,675,160,"D-III"
"10820","John Carroll",25638,"Elizabeth Fraas","John Carroll","2016+2017+2018+2019+2020","Elizabeth","Fraas",NA,755,320,"D-III"
"10821","Calumet Col.",26347,"Elizabeth Fuller","Calumet Col.","2016","Elizabeth","Fuller",NA,NA,NA,"D-III"
"10822","Schreiner",26496,"Elizabeth Ga","Schreiner","2025","Elizabeth","Ga",NA,916,1355,"D-III"
"10823","King's (PA)",27848,"Elizabeth George","King's (PA)","2016+2017","Elizabeth","George",NA,764,336,"D-III"
"10824","Franciscan",28133,"Elizabeth Gibson","Franciscan","2020+2024+2022","Elizabeth","Gibson",NA,716,30069,"D-III"
"10825","TCNJ",29562,"Elizabeth Gosse","TCNJ","2024+2025","Elizabeth","Gosse",NA,947,712,"D-III"
"10826","USciences",29837,"Elizabeth Grant","USciences","2020+2021+2022","Elizabeth","Grant",NA,NA,NA,"D-III"
"10827","Clarkson",30042,"Elizabeth Greco","Clarkson","2022+2023+2024+2025","Elizabeth","Greco",NA,668,146,"D-III"
"10828","Lakeland",30620,"Elizabeth Groonwald","Lakeland","2019+2020+2024+2022+2021","Elizabeth","Groonwald",NA,770,1164,"D-III"
