"","last_team","player_id","player","teams","seasons","first","last","...1","team_id","division"
"9689","Utah",16455,"Karlie Davison","Utah","2023+2024","Karlie","Davison",304,732,"D-I"
"9690","Buffalo",21789,"Karlie Fernandez","Buffalo","2017+2018","Karlie","Fernandez",32,86,"D-I"
"9691","Morehead St.",25392,"Karlie Gibson","Morehead St.","2024","Karlie","Gibson",166,444,"D-I"
"9692","CSUN",28246,"Karlie Habitz","CSUN","2016+2017","Karlie","Habitz",35,101,"D-I"
"9693","Georgia",29117,"Karlie Harding","Georgia","2018","Karlie","Harding",94,257,"D-I"
"9694","Oklahoma",36343,"Karlie Keeney","Liberty + Oklahoma","2020+2021+2022+2023+2024","Karlie","Keeney",197,522,"D-I"
"9695","Eastern Ill.",46020,"Karlie Mckenzie","Eastern Ill.","2024","Karlie","Mckenzie",73,201,"D-I"
"9696","Tarleton St.",47421,"Karlie Milburn","East Central + Tarleton St.","2017+2018+2019","Karlie","Milburn",263,1395,"D-I"
"9697","East Carolina",65555,"Karlie Smith","East Carolina","2016+2017+2018","Karlie","Smith",72,196,"D-I"
"9698","Utah Valley",8977,"Karly Bunderson","UNLV + Utah Valley","2017+2018","Karly","Bunderson",307,30024,"D-I"
"9699","Indiana",13529,"Karly Combs","Indiana","2018+2019","Karly","Combs",112,306,"D-I"
"9700","Louisiana",30203,"Karly Heath","South Carolina + Louisiana","2019+2020+2021+2022+2023","Karly","Heath",140,671,"D-I"
"9701","UMBC",36270,"Karly Keating","UMBC","2019+2020+2021+2022+2023","Karly","Keating",290,391,"D-I"
"9702","ULM",68957,"Karly Taranto","ULM","2019+2020","Karly","Taranto",289,498,"D-I"
"9703","Morehead St.",69823,"Karly Thompson","Morehead St.","2016+2017","Karly","Thompson",166,444,"D-I"
"9704","North Texas",75675,"Karly Williams","North Texas","2016","Karly","Williams",187,497,"D-I"
"9705","Tennessee",55055,"Karlyn Pickens","Tennessee","2023+2024","Karlyn","Pickens",265,694,"D-I"
"9706","Texas St.",3920,"Karmyn Bass","Texas St.","2023+2024","Karmyn","Bass",272,670,"D-I"
"9707","Southern Utah",4344,"Karmyna Becerra","California Baptist + Southern Utah","2022+2023+2024","Karmyna","Becerra",253,667,"D-I"
"9708","Wagner",55647,"Karoline Policarpio","Wagner","2023","Karoline","Policarpio",314,748,"D-I"
"9709","Louisiana Tech",25893,"Karolyn Glover","Louisiana Tech","2024","Karolyn","Glover",141,366,"D-I"
"9710","Quinnipiac",73297,"Karolyn Walker","Quinnipiac","2021+2022+2023+2024","Karolyn","Walker",216,562,"D-I"
"9711","LSU",32797,"Karrington Houshmandzadeh","LSU","2019+2020+2021+2022","Karrington","Houshmandzadeh",129,365,"D-I"
"9712","Niagara",14466,"Karsen Cotton","Niagara","2018+2019+2020+2021","Karsen","Cotton",179,482,"D-I"
"9713","Saint Louis",34471,"Karsen Jany","Saint Louis","2024","Karsen","Jany",228,609,"D-I"
"9714","Campbell",40630,"Karsen Leonhardt","Campbell","2016","Karsen","Leonhardt",41,115,"D-I"
"9715","Jacksonville St.",49284,"Karsen Mosley","Jacksonville St.","2019+2020+2021+2022","Karsen","Mosley",119,315,"D-I"
"9716","Lehigh",51771,"Karsen O'rourke","Lehigh","2019+2020+2021+2022","Karsen","O'rourke",134,352,"D-I"
"9717","South Carolina",51878,"Karsen Ochs","South Carolina","2020+2021+2022+2023","Karsen","Ochs",242,648,"D-I"
"9718","Texas St.",55115,"Karsen Pierce","Southern Miss. + Texas St.","2021+2022+2023+2024","Karsen","Pierce",272,670,"D-I"
"9719","Samford",66517,"Karsin Spinks","Samford","2016+2017","Karsin","Spinks",232,625,"D-I"
"9720","Eastern Ill.",16136,"Karson Davey","Eastern Ill.","2024","Karson","Davey",73,201,"D-I"
"9721","Wagner",77719,"Karson Zavala","Wagner","2024","Karson","Zavala",314,748,"D-I"
"9722","Southeast Mo. St.",16337,"Karsyn Davis","Southeast Mo. St.","2020+2021+2022+2023","Karsyn","Davis",247,654,"D-I"
"9723","CSU Bakersfield",28166,"Karsyn Guzman","CSU Bakersfield","2016","Karsyn","Guzman",34,94,"D-I"
"9724","Lamar University",48032,"Karyana Mitchell","Charlotte + Lamar University","2021+2022+2023+2024","Karyana","Mitchell",132,346,"D-I"
"9725","Portland St.",76924,"Karyn Wright","Portland St.","2016","Karyn","Wright",208,550,"D-I"
"9726","New Mexico St.",18491,"Karysta Donisthorpe","New Mexico St.","2016","Karysta","Donisthorpe",177,472,"D-I"
"9727","FIU",11344,"Kasandra Castle","FIU","2017+2018","Kasandra","Castle",80,231,"D-I"
"9728","Boise St.",546,"Kasey Aguinaga","Boise St.","2023+2024","Kasey","Aguinaga",24,66,"D-I"
"9729","Longwood",10791,"Kasey Carr","Longwood","2017+2018+2019+2020+2021","Kasey","Carr",139,363,"D-I"
"9730","Hofstra",13412,"Kasey Collins","Hofstra","2019+2020+2021+2022+2023","Kasey","Collins",103,283,"D-I"
"9731","UAlbany",13684,"Kasey Conn","UAlbany","2023+2024","Kasey","Conn",279,14,"D-I"
"9732","Auburn",14015,"Kasey Cooper","Auburn","2016+2017","Kasey","Cooper",15,37,"D-I"
"9733","Tennessee St.",14653,"Kasey Cox","Tennessee St.","2016+2017+2018","Kasey","Cox",266,691,"D-I"
"9734","Utah Tech",14868,"Kasey Crawford","Utah Tech","2021+2022+2019+2020","Kasey","Crawford",306,30095,"D-I"
"9735","Gardner-Webb",21499,"Kasey Fava","Stetson + UCF + Gardner-Webb","2018+2019+2020+2021+2023","Kasey","Fava",90,1092,"D-I"
"9736","Nicholls",23376,"Kasey Frederick","Nicholls","2016+2017+2018+2019","Kasey","Frederick",180,483,"D-I"
"9737","Lipscomb",25393,"Kasey Gibson","Lipscomb","2016+2017","Kasey","Gibson",137,28600,"D-I"
"9738","New Mexico",28572,"Kasey Halleen","New Mexico","2016+2017+2018+2019","Kasey","Halleen",176,473,"D-I"
"9739","Kansas",28704,"Kasey Hamilton","Kansas","2021+2022+2023+2024","Kasey","Hamilton",121,328,"D-I"
"9740","Long Beach St.",33682,"Kasey Hutton","Long Beach St.","2018+2019","Kasey","Hutton",138,99,"D-I"
"9741","Tex. A&M-Commerce",38835,"Kasey Kuyrkendall","Tex. A&M-Commerce","2023+2024","Kasey","Kuyrkendall",268,199,"D-I"
"9742","Youngstown St.",40928,"Kasey Lezon","Youngstown St.","2020+2021","Kasey","Lezon",328,817,"D-I"
"9743","Army West Point",45416,"Kasey Mccravey","Army West Point","2016","Kasey","Mccravey",14,725,"D-I"
"9744","Southeastern La.",50924,"Kasey Nielson","Southeastern La.","2016+2017","Kasey","Nielson",248,655,"D-I"
"9745","Buffalo",58400,"Kasey Ricard","Boston U. + Buffalo","2023+2024","Kasey","Ricard",32,86,"D-I"
"9746","Fairfield",63395,"Kasey Sekula","Fairfield","2021+2022+2023","Kasey","Sekula",81,220,"D-I"
"9747","Iowa St.",64856,"Kasey Simpson","Iowa St.","2019+2020+2021+2022+2023","Kasey","Simpson",116,311,"D-I"
"9748","Purdue",75436,"Kasey Wilhoit","Purdue","2019+2020+2021","Kasey","Wilhoit",213,559,"D-I"
"9749","Presbyterian",76447,"Kasey Wolfe","Presbyterian","2024","Kasey","Wolfe",210,1320,"D-I"
"9750","Arkansas",76590,"Kasey Wood","Arkansas","2024","Kasey","Wood",12,31,"D-I"
"9751","Col. of Charleston",33052,"Kashmir Huckaby","Col. of Charleston","2016+2017","Kashmir","Huckaby",54,1014,"D-I"
"9752","Jacksonville",63718,"Kasi Shaffer","Jacksonville","2018+2019","Kasi","Shaffer",118,316,"D-I"
"9753","Marshall",53406,"Kasia Parks","Western Ky. + Marshall","2022+2023+2024","Kasia","Parks",148,388,"D-I"
"9754","Wichita St.",19806,"Kasidee Eck","Wichita St.","2019","Kasidee","Eck",321,782,"D-I"
"9755","Oklahoma",55061,"Kasidi Pickering","Oklahoma","2024","Kasidi","Pickering",197,522,"D-I"
"9756","Queens (NC)",66795,"Kasidi Staley","Queens (NC)","2023+2024+2021+2022","Kasidi","Staley",215,11504,"D-I"
"9757","ETSU",19311,"Kasidy Dunn","ETSU","2019+2020+2021+2022+2023","Kasidy","Dunn",71,198,"D-I"
"9758","Saint Peter's",65282,"Kasidy Slusser","Saint Peter's","2022+2023+2024","Kasidy","Slusser",230,617,"D-I"
"9759","IUPUI",36910,"Kasie Keyes","IUPUI","2021+2022+2023+2024","Kasie","Keyes",108,2699,"D-I"
"9760","Western Caro.",22561,"Kassandra Flores","Western Caro.","2016+2017+2018","Kassandra","Flores",317,769,"D-I"
"9761","South Fla.",48166,"Kassandra Moeller","South Fla.","2016+2017","Kassandra","Moeller",246,651,"D-I"
"9762","Indiana",21366,"Kassi Farmer","Indiana","2016","Kassi","Farmer",112,306,"D-I"
"9763","Buffalo",605,"Kassidy Aiken","Buffalo","2019+2020","Kassidy","Aiken",32,86,"D-I"
"9764","Kennesaw St.",1370,"Kassidy Amerson-fox","Kennesaw St.","2023+2024","Kassidy","Amerson-fox",124,1157,"D-I"
"9765","Jacksonville",15125,"Kassidy Cross","Maryland + Jacksonville","2017+2018+2019+2020+2021","Kassidy","Cross",118,316,"D-I"
"9766","Tennessee",24181,"Kassidy Gallo","Tennessee","2016+2017","Kassidy","Gallo",265,694,"D-I"
"9767","ULM",25421,"Kassidy Giddens","ULM","2020+2021+2022+2023+2024","Kassidy","Giddens",289,498,"D-I"
"9768","Virginia",33102,"Kassidy Hudson","Virginia","2023+2024","Kassidy","Hudson",312,746,"D-I"
"9769","Charlotte",38607,"Kassidy Krupit","Baylor + South Carolina + Charlotte","2019+2020+2021+2022+2023","Kassidy","Krupit",47,458,"D-I"
"9770","Michigan St.",38713,"Kassidy Kujawa","Michigan St.","2016","Kassidy","Kujawa",157,416,"D-I"
"9771","Liberty",45390,"Kassidy Mccoy","Liberty","2016","Kassidy","Mccoy",135,355,"D-I"
"9772","Southern Utah",49675,"Kassidy Munoz","Southern Utah","2024","Kassidy","Munoz",253,667,"D-I"
"9773","Jacksonville",55598,"Kassidy Pointbriant","Jacksonville","2024","Kassidy","Pointbriant",118,316,"D-I"
"9774","Tulsa",63111,"Kassidy Scott","Texas Tech + Tulsa","2017+2018+2019+2020+2021","Kassidy","Scott",277,719,"D-I"
"9775","Binghamton",63251,"Kassidy Seary","Binghamton","2017+2018+2019+2020","Kassidy","Seary",23,62,"D-I"
"9776","Utah Valley",67503,"Kassidy Stiles","Utah Valley","2023","Kassidy","Stiles",307,30024,"D-I"
"9777","Saint Francis (PA)",70954,"Kassidy Troxell","Saint Francis (PA)","2016+2017+2018+2019","Kassidy","Troxell",226,600,"D-I"
"9778","SFA",75356,"Kassidy Wilbur","SFA","2019+2020+2021+2022","Kassidy","Wilbur",222,676,"D-I"
"9779","South Alabama",75373,"Kassidy Wilcox","South Alabama","2020+2021+2022","Kassidy","Wilcox",241,646,"D-I"
"9780","Dartmouth",75679,"Kassidy Williams","Dartmouth","2016","Kassidy","Williams",61,172,"D-I"
"9781","Louisiana",77823,"Kassidy Zeringue","Louisiana","2016+2017","Kassidy","Zeringue",140,671,"D-I"
"9782","James Madison",7417,"Kassie Brammer","James Madison","2016+2017","Kassie","Brammer",120,317,"D-I"
"9783","Indiana St.",8294,"Kassie Brown","Indiana St.","2016+2017","Kassie","Brown",113,305,"D-I"
"9784","Louisiana Tech",29373,"Kassie Harris","Louisiana Tech","2016+2017+2018","Kassie","Harris",141,366,"D-I"
"9785","Houston Christian",34372,"Kassie James","Houston Christian","2017+2018","Kassie","James",106,287,"D-I"
"9786","Central Ark.",58369,"Kassie Rhodes","SFA + Central Ark.","2022+2024","Kassie","Rhodes",43,1004,"D-I"
"9787","Southeastern La.",61399,"Kassie Salling","Southeastern La.","2021","Kassie","Salling",248,655,"D-I"
"9788","Ga. Southern",4738,"Kastin Belogorska","Liberty + Ga. Southern","2020+2022+2023","Kastin","Belogorska",89,253,"D-I"
"9789","Jacksonville St.",10985,"Kat Carter","Jacksonville St.","2022+2023+2024","Kat","Carter",119,315,"D-I"
"9790","Brown",12956,"Kat Clum","Brown","2020+2021+2022+2024","Kat","Clum",29,80,"D-I"
"9791","South Carolina St.",13054,"Kat Coe","South Carolina St.","2021+2022","Kat","Coe",243,647,"D-I"
"9792","UNCW",14839,"Kat Craver","UNCW","2017","Kat","Craver",295,460,"D-I"
"9793","Villanova",24130,"Kat Gallant","Villanova","2023+2024","Kat","Gallant",311,739,"D-I"
"9794","Alabama",27498,"Kat Grill","Alabama","2021+2022+2023+2024","Kat","Grill",4,8,"D-I"
"9795","Wagner",32304,"Kat Holmes-stall","Wagner","2017","Kat","Holmes-stall",314,748,"D-I"
"9796","LMU (CA)",33378,"Kat Hummer","LMU (CA)","2020+2021+2022+2023","Kat","Hummer",128,370,"D-I"
"9797","North Texas",33775,"Kat Ibarra","UTSA + North Texas","2021+2022+2023+2024","Kat","Ibarra",187,497,"D-I"
"9798","Saint Louis",39360,"Kat Lane","Saint Louis","2018+2019+2020+2021","Kat","Lane",228,609,"D-I"
"9799","Miami (OH)",40241,"Kat Lee","Miami (OH)","2016+2017+2018","Kat","Lee",155,414,"D-I"
"9800","Columbia",42057,"Kat Loverde","Columbia","2020+2022+2023","Kat","Loverde",57,158,"D-I"
"9801","Northwestern St.",43941,"Kat Marshall","Northwestern St.","2020+2021+2022+2023+2024","Kat","Marshall",192,508,"D-I"
"9802","Alabama St.",45773,"Kat Mcglamry","Alabama St.","2021+2022","Kat","Mcglamry",6,7,"D-I"
"9803","UC Riverside",48504,"Kat Montuya","UC Riverside","2024","Kat","Montuya",281,111,"D-I"
"9804","Mississippi St.",48625,"Kat Moore","Mississippi St.","2016+2017+2018+2019","Kat","Moore",160,430,"D-I"
"9805","Delaware",49057,"Kat Morris","Delaware","2017","Kat","Morris",64,180,"D-I"
"9806","Southern Ind.",49449,"Kat Mueller","Evansville + Southern Ind.","2020+2019","Kat","Mueller",250,661,"D-I"
"9807","Manhattan",56256,"Kat Prevo","Manhattan","2016+2017+2018+2019","Kat","Prevo",146,381,"D-I"
"9808","Southeast Mo. St.",61191,"Kat Sackett","Marshall + Southeast Mo. St.","2021+2022+2023+2024","Kat","Sackett",247,654,"D-I"
"9809","Missouri St.",69129,"Kat Taylor","Missouri St.","2020+2021+2022+2023","Kat","Taylor",163,669,"D-I"
"9810","Quinnipiac",72811,"Kat Vitale","Quinnipiac","2016+2017","Kat","Vitale",216,562,"D-I"
"9811","Mississippi St.",73387,"Kat Wallace","Mississippi St.","2023+2024","Kat","Wallace",160,430,"D-I"
"9812","Marshall",42209,"Katalin Lucas","Marshall","2016","Katalin","Lucas",148,388,"D-I"
"9813","Jacksonville",73206,"Katarina Waldrop","Jacksonville","2016","Katarina","Waldrop",118,316,"D-I"
"9814","Texas St.",77690,"Katarina Zarate","Texas St.","2023+2024","Katarina","Zarate",272,670,"D-I"
"9815","Grand Canyon",229,"Kate Acton","Grand Canyon","2018+2019","Kate","Acton",98,1104,"D-I"
"9816","Long Beach St.",3625,"Kate Barnett","Long Beach St.","2024","Kate","Barnett",138,99,"D-I"
"9817","Northern Ky.",3862,"Kate Bartolovich","Northern Ky.","2016+2017+2018","Kate","Bartolovich",190,505,"D-I"
"9818","Valparaiso",4391,"Kate Beckemeyer","Valparaiso","2020+2021+2022","Kate","Beckemeyer",309,735,"D-I"
"9819","Belmont",5795,"Kate Black","Belmont","2016+2017","Kate","Black",21,14927,"D-I"
"9820","Saint Francis (PA)",6051,"Kate Blattenberger","Saint Francis (PA)","2016","Kate","Blattenberger",226,600,"D-I"
"9821","UCLA",6205,"Kate Blunt","UCLA","2022+2024","Kate","Blunt",285,110,"D-I"
"9822","North Carolina",8695,"Kate Bubela","North Carolina","2024","Kate","Bubela",183,457,"D-I"
"9823","Mercer",8760,"Kate Buckland","Mercer","2017+2018+2019+2020","Kate","Buckland",153,406,"D-I"
"9824","Cornell",9981,"Kate Callaway","Cornell","2023+2024","Kate","Callaway",59,167,"D-I"
"9825","James Madison",10840,"Kate Carrier","James Madison","2023+2024","Kate","Carrier",120,317,"D-I"
"9826","Purdue",12778,"Kate Claypool","Iowa + Purdue","2019+2020+2022+2023+2024","Kate","Claypool",213,559,"D-I"
"9827","Stanford",14947,"Kate Cressey","Stanford","2019+2020+2021+2022","Kate","Cressey",258,674,"D-I"
"9828","SIUE",15059,"Kate Crombar","SIUE","2023","Kate","Crombar",223,660,"D-I"
"9829","BYU",15791,"Kate Dahle","BYU","2024","Kate","Dahle",17,77,"D-I"
"9830","Massachusetts",17317,"Kate Dennis","Massachusetts","2017","Kate","Dennis",150,400,"D-I"
"9831","Weber St.",18464,"Kate Donaldson","Weber St.","2018+2019+2020+2021","Kate","Donaldson",316,758,"D-I"
"9832","Syracuse",18572,"Kate Dorazio","Syracuse","2023+2024","Kate","Dorazio",262,688,"D-I"
"9833","San Diego St.",21422,"Kate Farren","Dartmouth + San Diego St.","2020+2021+2022+2023+2024","Kate","Farren",234,626,"D-I"
"9834","Illinois",25422,"Kate Giddens","Illinois","2016+2017+2018","Kate","Giddens",110,301,"D-I"
"9835","James Madison",26565,"Kate Gordon","James Madison","2017+2018+2019+2020+2021","Kate","Gordon",120,317,"D-I"
"9836","Delaware",32413,"Kate Hondru","Delaware","2020+2021+2022+2023","Kate","Hondru",64,180,"D-I"
"9837","Central Conn. St.",32764,"Kate Houghton","Central Conn. St.","2021+2022","Kate","Houghton",44,127,"D-I"
"9838","Queens (NC)",33491,"Kate Hunter","Queens (NC)","2019+2020+2021+2022","Kate","Hunter",215,11504,"D-I"
"9839","Cal Poly",35742,"Kate Judy","Cal Poly","2022+2023+2024","Kate","Judy",36,90,"D-I"
"9840","Georgia St.",36119,"Kate Kastelic","Georgia St.","2023+2024","Kate","Kastelic",95,254,"D-I"
"9841","FGCU",36541,"Kate Kelly","FGCU","2018+2019","Kate","Kelly",79,28755,"D-I"
"9842","UNI",37294,"Kate Kinnetz","UNI","2016","Kate","Kinnetz",296,504,"D-I"
"9843","Miami (OH)",37865,"Kate Kobayashi","Virginia Tech + Miami (OH)","2020+2021+2022+2023+2024","Kate","Kobayashi",155,414,"D-I"
"9844","UNI",39542,"Kate Lappe","UNI","2023+2024","Kate","Lappe",296,504,"D-I"
"9845","Wisconsin",41187,"Kate Linkletter","Wisconsin","2023+2024","Kate","Linkletter",323,796,"D-I"
"9846","Creighton",44428,"Kate Mason","Creighton","2022","Kate","Mason",60,169,"D-I"
"9847","Fordham",45865,"Kate Mcguire","Fordham","2023+2024","Kate","Mcguire",86,236,"D-I"
"9848","Princeton",47610,"Kate Miller","Princeton","2016","Kate","Miller",211,554,"D-I"
"9849","UMass Lowell",47817,"Kate Mims","UMass Lowell","2016+2017","Kate","Mims",292,368,"D-I"
"9850","Creighton",49517,"Kate Mullally","Creighton","2019+2020+2021+2022","Kate","Mullally",60,169,"D-I"
"9851","Central Ark.",50002,"Kate Myers","Central Ark.","2016+2017+2018","Kate","Myers",43,1004,"D-I"
"9852","George Mason",52807,"Kate Owsley","George Mason","2018+2019+2021","Kate","Owsley",91,248,"D-I"
"9853","California Baptist",54131,"Kate Penberthy","California Baptist","2024","Kate","Penberthy",40,30135,"D-I"
"9854","Troy",54606,"Kate Peters","Lipscomb + Troy","2022+2023+2024","Kate","Peters",276,716,"D-I"
"9855","Wright St.",54856,"Kate Pfeffer","Wright St.","2016+2017","Kate","Pfeffer",325,810,"D-I"
"9856","Wofford",55461,"Kate Platte","Wofford","2024","Kate","Platte",324,2915,"D-I"
"9857","DePaul",55716,"Kate Polucha","DePaul","2018+2019+2020+2021+2022","Kate","Polucha",63,176,"D-I"
"9858","Villanova",55816,"Kate Poppe","Villanova","2016","Kate","Poppe",311,739,"D-I"
"9859","UAlbany",56087,"Kate Powers","UAlbany","2022+2023+2024","Kate","Powers",279,14,"D-I"
"9860","Buffalo",56510,"Kate Pryor","Boston U. + Buffalo","2021+2022+2023+2024","Kate","Pryor",32,86,"D-I"
"9861","Northern Colo.",57876,"Kate Rehberg","Indiana + Northern Colo.","2020+2021+2022+2023+2024","Kate","Rehberg",189,502,"D-I"
"9862","Binghamton",58478,"Kate Richard","Binghamton","2016+2017+2018","Kate","Richard",23,62,"D-I"
"9863","Fairfield",59373,"Kate Robinson","Fairfield","2016+2017+2018","Kate","Robinson",81,220,"D-I"
"9864","Southern Ind.",62038,"Kate Satkoski","Southern Ind.","2024","Kate","Satkoski",250,661,"D-I"
"9865","UConn",64900,"Kate Sims","UConn","2016","Kate","Sims",286,164,"D-I"
"9866","Buffalo",72050,"Kate Vara","Buffalo","2022+2023","Kate","Vara",32,86,"D-I"
"9867","Cal St. Fullerton",72432,"Kate Verhoef","Cal St. Fullerton","2024","Kate","Verhoef",38,97,"D-I"
"9868","Mount St. Mary's",73039,"Kate Wade","Mount St. Mary's","2017+2018+2019+2020","Kate","Wade",168,450,"D-I"
"9869","Longwood",74780,"Kate Westmiller","Longwood","2023+2024","Kate","Westmiller",139,363,"D-I"
"9870","Canisius",75323,"Kate Wiggins","Canisius","2022+2023+2024","Kate","Wiggins",42,116,"D-I"
"9871","Wagner",76416,"Kate Wolf","Wagner","2022+2023+2024","Kate","Wolf",314,748,"D-I"
"9872","Saint Joseph's",76855,"Kate Woulfe","Saint Joseph's","2022","Kate","Woulfe",227,606,"D-I"
"9873","Arizona St.",554,"Katee Aguirre","Arizona St.","2016","Katee","Aguirre",10,28,"D-I"
"9874","Louisiana Tech",14017,"Katelin Cooper","Ole Miss + Louisiana Tech","2019+2020+2021+2022+2023+2024","Katelin","Cooper",141,366,"D-I"
"9875","North Florida",16341,"Katelin Davis","Jacksonville + North Florida","2018+2019+2020","Katelin","Davis",186,2711,"D-I"
"9876","Cleveland St.",54960,"Katelind Phillips","Cleveland St.","2016","Katelind","Phillips",52,148,"D-I"
"9877","Abilene Christian",4596,"Katelyn Belch","Abilene Christian","2018+2019+2020+2021","Katelyn","Belch",2,2,"D-I"
"9878","Lipscomb",4604,"Katelyn Belding","Lipscomb","2021+2022+2023+2024","Katelyn","Belding",137,28600,"D-I"
"9879","Northwestern St.",6434,"Katelyn Boles","Northwestern St.","2016+2017","Katelyn","Boles",192,508,"D-I"
"9880","Utah Valley",7792,"Katelyn Bridgeman","Utah Valley","2023","Katelyn","Bridgeman",307,30024,"D-I"
"9881","Butler",9801,"Katelyn Cahill","Butler","2016+2017","Katelyn","Cahill",33,87,"D-I"
"9882","Nebraska",10276,"Katelyn Caneda","Nebraska","2023+2024","Katelyn","Caneda",174,463,"D-I"
"9883","Sacred Heart",12331,"Katelyn Christian","Sacred Heart","2017+2018+2019+2020","Katelyn","Christian",225,590,"D-I"
"9884","UCF",13024,"Katelyn Cochran","UCF","2023+2024","Katelyn","Cochran",284,128,"D-I"
"9885","Indiana",13628,"Katelyn Conenna","Indiana","2016","Katelyn","Conenna",112,306,"D-I"
"9886","Tarleton St.",13661,"Katelyn Conlee","Tarleton St.","2016","Katelyn","Conlee",263,1395,"D-I"
"9887","Stony Brook",14280,"Katelyn Corr","Stony Brook","2016+2017+2018+2019","Katelyn","Corr",261,683,"D-I"
"9888","Boston College",16902,"Katelyn Deguire","Boston College","2024","Katelyn","Deguire",25,67,"D-I"
